,target,source,dialect,region,speaker,utterance
3997,False,radioambulante,Guatemalan,North & Central America,[Osmin],": Yo gritar, yo pelear, yo, yo salir, correr a los clases porque no sabía cómo comunicar de otra manera."
4007,False,radioambulante,Guatemalan,North & Central America,[Osmin],Una pausa y volvemos.
4011,False,radioambulante,Guatemalan,North & Central America,[Anuncio],"Entonces, el periodista que contactó a los papás adoptivos de Osmin se llamaba Alan Zarembo. Y este sospechaba que Osmin había sido víctima de una adopción irregular. "
4022,False,radioambulante,Guatemalan,North & Central America,[Flor],:
4031,False,radioambulante,Guatemalan,North & Central America,[Eric],:
4041,False,radioambulante,Guatemalan,North & Central America,[Osmin],Al confrontar a los Borz con el tema de la adopción… 
4046,False,radioambulante,Guatemalan,North & Central America,[Osmin],": “Mira, mi papá me describirme”. Yo tengo algo. Ahorita yo puedo regresar a Guatemala."
4048,False,radioambulante,Guatemalan,North & Central America,[Gustavo]: ,"Me sentí muy feliz, porque después de tantos años, tantas vivencias, se logra reencontrar uno con la persona, ¿verdad? "
4050,False,radioambulante,Guatemalan,North & Central America,[Gustavo],:
4051,False,radioambulante,Guatemalan,North & Central America,[Gustavo],": Y ahí se nos iba mucho el tiempo. Nos daban a veces la una, dos de la mañana aquí en Guatemala, platicando."
4055,False,radioambulante,Guatemalan,North & Central America,[Flor],Finalmente estaba viviendo una fantasía que había alimentado durante más de 10 años. Más de una década idealizando una convivencia con personas que —por más sangre que las uniera— eran desconocidas. 
4060,False,radioambulante,Guatemalan,North & Central America,[Osmin],": Yo no puedo ver mi cara en el espejo. Yo no quería ver mi quería ver mi cara en el espejo. Yo no que…, yo sabía que estaba haciendo cosas malas otra vez. Después de estudiar, después de todo."
4061,False,radioambulante,Guatemalan,North & Central America,[Osmin],": En 2015, un día, después que yo fui para una fiesta que yo tomar, que yo pelear con gentes, yo levantar y dice: “Ya no más. Ya no quiero esta vida. Ya no puedo vivir aquí”. Yo llamar mi mamá, mi papá, mis amigos: “Me voy. Ya no quiero estar en, en este país. Ya me voy para Guatemala. Ya no quiero vivir, yo no puedo cambiar aquí en este lugar. No puedo”. "
4062,False,radioambulante,Guatemalan,North & Central America,[Osmin],"Iba a ser difícil, sí, pero cualquier cosa era mejor que lo que estaba viviendo en los Estados Unidos. "
4069,False,radioambulante,Guatemalan,North & Central America,[Osmin],Conoce más sobre Radio Ambulante y sobre esta historia en nuestra página web: radioambulante.org
4074,False,radioambulante,US,North & Central America,[Periodista]: ,Arrestaron a 32 inmigrantes durante un operativo en una planta de concreto en Iowa. 
4076,False,radioambulante,US,North & Central America,[Periodista]: ,"Y, por lo general, escuchamos este tipo de noticias, de arrestos, pero relativamente poco de lo que pasa después, de las consecuencias, de cómo cambia una comunidad tras una detención masiva. Cómo se transforman las relaciones entre los habitantes, cómo afecta su economía, su cultura. Cuál es la huella que deja un evento así.  "
4078,False,radioambulante,US,North & Central America,[Periodista]:,Y Postville nunca volvió a ser el mismo. Era un pueblo de 2.000 habitantes que súbitamente se vio transformado. 
4085,False,radioambulante,US,North & Central America,[Almudena]: ,"Juntas visitaron a Postville en febrero de este año, 2018, para ver cómo ha cambiado este lugar a 10 años de una de las redadas más grandes en la historia de Estados Unidos."
4103,False,radioambulante,US,North & Central America,[Maribel]:," Oí que estaba el avión arriba, el helicóptero. Cuando yo oía, llegó la vecina y me dijo: “Maribel, sal pa’ afuera”, me dijo. “¿Qué pasó?”. “Ven”, me dijo, “mira ese helicóptero que para… va volando”, me dijo, “ese es de migración”, me dijo."
4111,False,radioambulante,US,North & Central America,[Andrea],": Muchos profesores nos hablaron de cómo trataron de distraer a sus alumnos, seguir la clase un poco, tratar de calmarlos.  "
4112,False,radioambulante,US,North & Central America,[Andrea],": Y los niños estuvieron ahí, eh, agrupados mientras empezaban a tratar de encontrar, ¿no?, a quién… quién podía recogerlos si había una mamá o un papá que no estaba trabajando ese día en la planta, o simplemente no trabajaba ahí. O un primo, un hermano mayor. Hubo gente que tuvo que encargarse de niños que no eran sus hijos.  "
4113,False,radioambulante,US,North & Central America,[Gyora Bass]:," Cuando escucharon todo lo que estaba pasando en la planta con la migración, se agarraron a los hijos y se subieron al auto y se fueron, dejaron todo atrás."
4117,False,radioambulante,US,North & Central America,[Maribel]: ,"Hay varias zonas consideradas sensibles, como las escuelas y los hospitales, y también lugares de culto como las iglesias, sinagogas, mezquitas, templos… Por lo que Maribel y los demás estaban a salvo ahí, en la iglesia santuario de St. Bridget."
4119,False,radioambulante,US,North & Central America,[Maribel]: ,Una pausa y volvemos… 
4120,False,radioambulante,US,North & Central America,[Anuncio]: ,"Este podcast de NPR y el siguiente mensaje son patrocinados por Squarespace. El destino llama. Dice que necesitas una nueva página web. Crea una tú mismo de manera fácil, y con el apoyo del galardonado servicio al cliente que está disponible las 24 horas del día, los 7 días de la semana. Ingresa a Squarespace.com para obtener una prueba gratuita. Y cuando estés listo para lanzar tu página, usa el código RADIO para ahorrarte 10% en la compra de tu primer sitio web o dominio. Sigue soñando. Pero hazlo una realidad. Con un sitio web de Squarespace."
4130,False,radioambulante,US,North & Central America,[Almudena]: “,"Mira si estás desesperada por volver a Guatemala, te podemos financiar los pasajes de avión y puedes volver”. Y Maribel lo pensó y dijo: “¿Qué voy a hacer yo sola sin poder trabajar con 3 niñas pequeñas, una de las cuales es un bebé?”. Se sintió totalmente impotente y decidió aceptar la oferta. "
4138,False,radioambulante,US,North & Central America,[Almudena]: ,Y ahí es donde viven hoy. Con lo cual al menos tienen una casita donde vivir humilde.
4144,False,radioambulante,US,North & Central America,[Tommy Chávez]: ,"Los días siguientes el pueblo fue muy triste, porque ya no se miraba gente. Ya… donde había un pueblo alegre, ya no… ya no era lo mismo las personas vivían con temor aquí en el pueblo, ya no salían de sus casas. "
4151,False,radioambulante,US,North & Central America,[Andrea],: Que es un número altísimo. Y eso fue una consecuencia directa de la redada. 
4159,False,radioambulante,US,North & Central America,[Gyora]:," Mi trabajo lo perdí inmediatamente, porque mi trabajo era… ellos me llamaban y me dice: “Tiene que llevar a este muchacho, lo tiene que traer”. Todas esas cosas y si no hay gente que trabaja en el frigorífico… Si el frigorífico no trabaja, yo no tengo trabajo. "
4174,False,radioambulante,Peruvian,South America,[José Carlos]: ,"Y la historia comienza aquí, con 3 personajes claves."
4177,False,radioambulante,Peruvian,South America,[José Carlos]: ,"Entonces trabajaban con gremios de obreros, de mineros, campesinos, y viajaban por todo el país haciendo esto para sus partidos. "
4186,False,radioambulante,Peruvian,South America,[Periodista]: , No podemos contabilizar en estos momentos cuántos los heridos y cuántos los muertos se han producido a raíz de este atentado producido contra el local de Canal 2.
4193,False,radioambulante,Peruvian,South America,[José Carlos]: ,Murieron todos. Y los que no murieron fueron encarcelados. 
4209,False,radioambulante,Peruvian,South America,[Anuncio]:," Este podcast de NPR y el siguiente mensaje son patrocinados por Squarespace. Un sueño es tan solo una gran idea que todavía no tiene una página web. Personaliza la apariencia y navegación de tu página, así como la forma para vender tus productos, y mucho más con un par de clicks. Ingresa a squarespace.com y haz una prueba gratuita. Y cuando estés listo para lanzar tu página, usa el código RADIO para ahorrarte 10 por ciento en la compra de tu primer sitio web o dominio. El futuro está llegando, hazlo brillar. Con Squarespace.  "
4210,False,radioambulante,Peruvian,South America,[José Carlos]:," Para recuperar algunas de las cosas que no habíamos podido llevarnos. Igual cosas sin importancia real, pero para nosotros sí tenían algún valor. Ollas. Cosas así. Ropa. "
4229,False,radioambulante,Peruvian,South America,[José Carlos]: ,"Muy seco. Muy… parco. Me preguntó, “¿acá trabaja la señora Silvia Solórzano?” "
4230,False,radioambulante,Peruvian,South America,[José Carlos]:," “Bueno, ella… ha muerto”. “Muy bien, muchas gracias”. "
4232,False,radioambulante,Peruvian,South America,[José Carlos]: ,"Pero había aparecido su imagen, su nombre, un poco deformado, ¿no?: el apellido un poco mal, pero "
4236,False,radioambulante,Peruvian,South America,[José Carlos]:," Me senté al fondo del micro y me quité los lentes. Tenía unas gafas todas chuecas, ¿no? Viejas. Lo que sentí cuando me quité los lentes es que de pronto yo me había vuelto invisible. Ver todo borroso… No es que el mundo estuviera borroso, es que yo, de pronto, me había vuelto… Estaba al margen. Estaba en mi lugar so… solo, digamos, en ese micro."
4246,False,radioambulante,Peruvian,South America,[Presentador]:,Conoce más sobre Radio Ambulante y sobre esta historia en nuestra página web: radioambulante.org.
4261,False,radioambulante,US,North & Central America,[Kenda],:
4271,False,radioambulante,US,North & Central America,[Kenia],": Me decía que, que yo tenía el diablo dentro de mí."
4276,False,radioambulante,US,North & Central America,[Kenia],A veces Narelvis llamaba a Kenda y se quejaba de Kenia… 
4277,False,radioambulante,US,North & Central America,[Kenda],": Y ella se quejaba de que la niña, que esto, que lo otro."
4278,False,radioambulante,US,North & Central America,[Kenda],:
4282,False,radioambulante,US,North & Central America,[Kenda],": La pasábamos bien con ella ahí. Hablábamos, la abrazábamos un rato, comíamos… En la cárcel hay máquinas y uno compraba comida. Pasábamos el día ahí con ella. Nos tomábamos foto. ¿Tú sabes? Conversábamos, echábamos todos los cuentos… Todo chévere… Muy chévere… Porque estábamos con ella… "
4285,False,radioambulante,US,North & Central America,[Kenia],"Kenia se acuerda que cuando iba, jugaban y coloreaban, pero… "
4300,False,radioambulante,US,North & Central America,[Kenda],"Cuando le contaron a su mamá lo que había pasado, decidieron que lo mejor era mandarla a vivir a Colombia, que se fuera con las tías que tenía en Barranquilla porque Kenda todavía no estaba lista para cuidarla todo el tiempo. "
4304,False,radioambulante,US,North & Central America,[Lee],:
4305,False,radioambulante,US,North & Central America,[Lee],:
4319,False,radioambulante,US,North & Central America,[Kenia],: Es interesante porque es que mi mamá solamente me vio como una niña…
4325,False,radioambulante,US,North & Central America,[Kenia],: Yo me acuerdo de que me sentí muy triste porque ya me había acostumbrado tanto a la vida en Colombia y la verdad es que era muy feliz. 
4331,False,radioambulante,US,North & Central America,[Kenia],: En este momento supe. Supe que necesitaba volver y hablar con ellos…
4337,False,radioambulante,US,North & Central America,[Kenia],"Quiero salir de ahí y sentirme… y sentir paz. Y creo que sí, creo sí lo voy a sentir, porque es que, el solo hecho de, de hablar sobre esto en voz alta, de decir la verdad, decir lo que pasó es suficiente."
4345,False,radioambulante,US,North & Central America,[Narelvis],:
4351,False,radioambulante,US,North & Central America,[Narelvis],": Quiero pedirte perdón, perdón, yo realmente, Ceci, yo no me acuerdo haberte dicho eso, pero si yo te herí, perdóname porque yo también he sufrido mucho ("
4352,False,radioambulante,US,North & Central America,[Kenia],": También otra cosa de, de la cual quería hablar es la disciplina física que me dabas cuando me pegabas con la correa y cuando lo hacías por, porque no comía y me recuerdo que me sentaba en esta mesa por horas comiendo y, y  me pegabas con la correa por cada cierto tiempo que, que pasaba sin, sin comer. ¿Por qué, por qué hiciste eso? Y, y quisiera saber si es la forma en que seguiste disciplinando a tus hijos. "
4353,False,radioambulante,US,North & Central America,[Narelvis],": Realmente no sé porque lo hice, pero sí le he dado correa a mis hijos… hasta cierta edad Daniel tuvo, creo que la última vez que le di fue a los 7, 8 años que le dí correa a Daniel. A Vanessa también le he dado."
4356,False,radioambulante,US,North & Central America,[Narelvis],": Si yo voy para atrás estoy muy de acuerdo contigo, porque sí, ah, ah, cuando yo voy a mi niñez, yo veo que también hubo abusos y eso fue lo que yo vine cargando… "
4358,False,radioambulante,US,North & Central America,[Narelvis],: Ceci (inaudible) No podemos hacer nada. 
4365,False,radioambulante,US,North & Central America,[Kenia],:
4367,False,radioambulante,US,North & Central America,[Kenia],: Me dijo: “
4368,False,radioambulante,US,North & Central America,[Kenia],": Escuchar de ellos que quieren tener una relación conmigo, tener esta conexión de familia es… es bonito, creo. Pero a la misma vez pienso como que así nomás ya, eh, vamos a actuar como que nunca pasó todo lo que pasó… Pienso que no es justo que, que todo eso haya pasado y que así como si nada esté borrado…  "
4370,False,radioambulante,Chilean,Cono Sur,[Rosa]:," Sí, tuve que ir a veces al negocio a pedir un kilo de azúcar, a pedir leche para mis hijos. Muchas veces: “No… es que sabe que no… que no, no le puedo pasar, es que no le puedo anotar”,  y todo había que comprarlo. Y me empecé a preocupar porque cuando los niños están chiquititos uno no puede dejar de alimentarlos. "
4375,False,radioambulante,Chilean,Cono Sur,[Rosa]: ,"Me impresionó este joven porque yo no… Tiempos anteriores había visto un, una piel chocolate, como dicen ellos, pero era un brasileño."
4380,False,radioambulante,Chilean,Cono Sur,[Catalina May]:," Coihueco es el arquetipo de lo que se conoce como “el Chile profundo”: una comuna campesina, con altos índices de pobreza. Un pueblo muy tradicional, habitado por pequeños y medianos agricultores que recibieron parcelas durante la reforma agraria en los años 60 y 70. Un lugar al que prácticamente no llegaban extranjeros, hasta que apareció Rodlin. El que conmovió a Rosa tanto que cuando llegó a su casa no podía parar de pensar en él y… "
4387,False,radioambulante,Chilean,Cono Sur,[Rodlin]: ,"Eh,"
4392,False,radioambulante,Chilean,Cono Sur,[Catalina]:," Rodolfo le dio hospedaje y trabajo, pero no solo eso… "
4395,False,radioambulante,Chilean,Cono Sur,[Alfonso Fritz]:," Un día que llegamos allá y él estaba… notamos sus ojos que había estado llorando. Le dijimos nosotros: ¿qué pasó? “Eh, mucha angustia, pena”. ¿Por qué?, le decimos nosotros. Eh, dice: “Echo mucho de menos familia, más hija, mucho tiempo sin poderla ver”."
4396,False,radioambulante,Chilean,Cono Sur,[Catalina]: ,Este es
4397,False,radioambulante,Chilean,Cono Sur,[Alfonso]: ,"Esa fue una situación en la que a nosotros nos quebrantó. Bueno, lloramos juntos, lo abrazamos, oramos por él y en ese instante nosotros le hicimos una promesa a él."
4400,False,radioambulante,Chilean,Cono Sur,[Catalina]: ,"Esta es Joselin, otra feligresa…"
4401,False,radioambulante,Chilean,Cono Sur,[Joselin]:," Todos nos conmovimos con su historia, que estaba solito y cuando supimos que quería traer a su familia para acá, todos nos conmovimos y empezamos a ayudarle."
4403,False,radioambulante,Chilean,Cono Sur,[Pablo]:," Lo triste, lo mal que se pasa, el hambre, la necesidad, la falta de alimento fue lo que más conmovió mi corazón. Eh, el hecho de no tener por dos, tres días comida y estar solamente con agua caliente durante mañana, mediodía y tarde. "
4406,False,radioambulante,Chilean,Cono Sur,[Joselin]:," Por Facebook, eh, íbamos haciendo masiva esta campaña. Se hizo una página web y todos íbamos compartiendo y hicimos una cuenta para que todos fueran apoyando y poder lograr el objetivo que era traer a su familia…"
4411,False,radioambulante,Chilean,Cono Sur,[Catalina]: ,"Es decir, un poco más de 3.000 dólares: una millonada para los vecinos de Coihueco."
4417,False,radioambulante,Chilean,Cono Sur,[Catalina]: ,Solo era cuestión de… encontrarla. 
4421,False,radioambulante,Chilean,Cono Sur,[Manuel Mosquera]:," Ahí planteó todo, entonces yo me comprometí a ayudarlo."
4432,False,radioambulante,Chilean,Cono Sur,[Manuel]:,"Y así, el 24 de diciembre de 2016, Rodlin partió a Santiago a buscar a su familia."
4437,False,radioambulante,Chilean,Cono Sur,[,"Una plancha, eh, vajilla…"
4441,False,radioambulante,Chilean,Cono Sur,[Catalina]:,"Rodlin, su esposa, Jean Pederline, y su hija, Loudnaylie, llegaron a medianoche a Coihueco. Se instalaron en la pequeña casa de madera a una cuadra de la plaza que la comunidad había preparado para ellos. "
4455,False,radioambulante,Chilean,Cono Sur,[,Bien.
4472,False,radioambulante,Chilean,Cono Sur,[Anuncio]:, Este podcast de NPR y el siguiente mensaje son patrocinados por Sleep Number. Sleep Number te ofrece camas que se adaptan en ambos lados a tu posición ideal. Sus nuevas camas son tan inteligentes que automáticamente se ajustan para mantenerte a ti y a tu pareja cómodos durante toda la noche. Averigua por qué nueve de cada 10 de los que usan Sleep Number lo recomiendan. Visita sleepnumber.com para encontrar una tienda cerca de ti. 
4482,False,radioambulante,Chilean,Cono Sur,[Catalina]:,"Pero por lo que hemos visto, la acogida en Coihueco ha sido generosa, abierta. La comunidad se ha mostrado muy dispuesta a recibir a los haitianos que han ido llegando."
4485,False,radioambulante,Chilean,Cono Sur,[Catalina]:,¿Te ha tocado algún… relacionarte con alguna persona que hayas sentido como mala onda?
4486,False,radioambulante,Chilean,Cono Sur,[Catalina],: 
4490,False,radioambulante,Chilean,Cono Sur,[Hombre]:," Acaba de arribar esta aeronave, una gran aeronave 767 y con "
4506,False,radioambulante,Chilean,Cono Sur,[Macarena]: ,"No hay antecedentes que permitan, eh, justificar una medida de esta naturaleza… "
4546,False,radioambulante,Chilean,Cono Sur,[Catalina]: ,"Rodlin nos contó que cuando salieron del pueblo iban de visita a la casa de la hermana de Pederline, que vive en Santiago. Y que la idea era volver en un par de semanas. Por eso no se despidieron de nadie. Pero finalmente Pederline se quiso quedar. Y así lo hicieron. Ahora Rodlin trabaja en la construcción. Viven con su cuñada y su esposo. Y entre todos se están organizando para abrir un local de comida rápida haitiana y chilena. "
4554,False,radioambulante,Chilean,Cono Sur,[,"Mira, Catalina, acá este era un, un cuarto, ¿ya? Donde habían muchas cosas, desorden y todo…"
4562,False,radioambulante,Chilean,Cono Sur,[Catalina]:,Radio Ambulante cuenta las historias de América Latina. Soy Daniel Alarcón. Gracias por escuchar.
4563,True,radioambulante,Mexican,Mexico,[Juan Jesús]: ,"Antes habíamos hecho un simulacro, este, acabábamos de entrar cuando empezó a temblar. "
4569,True,radioambulante,Mexican,Mexico,[Jaqueline]:," Ese mismo día habían mandado un mensaje que las escaleras de la escuela se habían separado, hmm, 15 centímetros. "
4578,True,radioambulante,Mexican,Mexico,[Estudiante]: ,"Según cifras de la Secretaría de Educación Pública, hubo casi 20.000 escuelas en todo el país que quedaron con algún tipo de daño después de estos dos terremotos. "
4583,True,radioambulante,Mexican,Mexico,[Nadia]: ,Sobre la reconstrucción de las escuelas en la zona centro del país a partir del sismo del 19 de septiembre pasado.
4584,True,radioambulante,Mexican,Mexico,[Nadia]: ,"Vimos que había una opacidad, eh, muy extraña porque solo decía qué escuelas ya podían abrir sus puertas otra vez, pero no nos decía qué escuelas estaban mal."
4590,True,radioambulante,Mexican,Mexico,[Nadia]: ,"Los datos no coinciden con la realidad: eso es lo que encontramos. Cuando tú vas al lugar de los hechos y cuando dices: “Ah, caray, esto no me checa. Esto no es lo que dicen que es”."
4592,True,radioambulante,Mexican,Mexico,[Nadia]: ,Lo entrevistaron en la terraza de la sede de la Sociedad.
4593,True,radioambulante,Mexican,Mexico,[Francisco García]: ,Las escuelas son estructuras normalmente chaparritas. Este sismo particularmente afectó a estructuras entre tres y siete niveles.
4595,True,radioambulante,Mexican,Mexico,[Nadia]: ,"Y decían: “No, me parece que esta escuela tiene que ser reconstruida o tiene que ser valorada o tiene que venir alguien a volver a hacer esta barda. Cómo es posible que si se desprendió esta escalera, ahora digan que mi hijo va a estar bien”. "
4600,True,radioambulante,Mexican,Mexico,[Francisco]: ,"Las escuelas son edificios que dentro de la ley se clasifican como muy importantes. No solo porque la educación es  un servicio público fundamental, ni porque los niños son una población vulnerable, sino porque además, pueden funcionar como albergues o centros de acopio después de un desastre natural. Por estas razones la ley es clara: estas estructuras las debe revisar un experto junto al DRO…"
4601,True,radioambulante,Mexican,Mexico,[Nadia]: ,"Que es como un médico general. Digamos que tú tienes, no sé, neumonía, y te atiende un médico general, pero no te atiende un especialista en el mal que tú tienes y que debe ser revisado."
4602,True,radioambulante,Mexican,Mexico,[Nadia]: ,"Entonces el Instituto Nacional de la Infraestructura Física Educativa, INIFED, que estaba a cargo de estas revisiones, tuvo que apoyarse con otras entidades que enviaron más DRO. Había que solucionar la emergencia lo más pronto posible y apoyarse con lo que tenían a la mano. "
4615,True,radioambulante,Mexican,Mexico,[Anuncio]:," Este podcast de NPR y el siguiente mensaje son patrocinados por Squarespace. Un sueño es tan solo una gran idea que todavía no tiene una página web. Personaliza la apariencia y navegación de tu página así como la forma para vender tus productos y mucho más con un par de clics. Ingresa a squarespace.com y haz una prueba gratuita. Y cuando estés listo para lanzar tu página, usa el código “radio” para ahorrarte 10% en la compra de tu primer sitio web o dominio. El futuro está llegando; hazlo brillar con Squarespace.  "
4620,True,radioambulante,Mexican,Mexico,[Carmen]:," Pues con todo el, todo lo que había pasado, con fechas, con visitas y con todo y aún así mandaban de nuevo a alguien más a inspeccionar a ver si sí era cierto que el edificio se tenía que tirar."
4633,True,radioambulante,Mexican,Mexico,[Nadia]:,¿Reconocen el nivel de daño…? 
4639,True,radioambulante,Mexican,Mexico,[Carmen]: ,"Pero según lo que cuenta Carmen, pareciera como si ya no importara, como si la Secretaría de Educación y el gobierno de la Ciudad de México hubieran dejado a un lado el compromiso que tienen con estas escuelas, con los niños y con sus padres…"
4640,True,radioambulante,Mexican,Mexico,[Carmen]: ,"Y en el periódico lo que se lee es: “Este septiembre todos los niños volverán a sus escuelas maravillosas”. No es cierto. Estamos, seguimos en carpas."
4642,True,radioambulante,Mexican,Mexico,[Carmen]: ,"Yo hasta que no lo vea tirado el edificio o hasta que no vea el proyecto ya escrito, hasta que no vea un papel donde realmente diga algo más que buenas intenciones, no me lo termino de creer y voy a seguir tocando puertas, yendo a reuniones, haciendo todo lo que tenga que hacer."
4647,True,radioambulante,Mexican,Mexico,[Carlos Brito]: ,Radio Ambulante se produce y se mezcla en el programa Hindenburg PRO.
4650,False,radioambulante,US,North & Central America,[Niña]: ,¿Puedo llamar nada más a mi tía pa’ que me venga a recoger? ¿Y… y después para que llegue mi mami lo más pronto posible? 
4654,False,radioambulante,US,North & Central America,[Periodista]: ,El gobierno del presidente Trump confirmó hoy que son ya 2.000 los niños separados de sus padres en la frontera.
4658,False,radioambulante,US,North & Central America,[Jeff Sessions]: ,"I have put in place a zero tolerance policy for illegal entry, ah, on our Southwest border. If you cross the border unlawfully, then we will prosecute you. It’s that simple. If you are smuggling a child, then we will prosecute you. And that child may be separated from you, as required by law. "
4660,False,radioambulante,US,North & Central America,[Jeff Sessions]: ,"Antes, bajo Obama, cuando una familia era detenida, no los separaban a menos de que los padres fueran acusados de un crimen serio. "
4663,False,radioambulante,US,North & Central America,[Karla]: ,Estos medios de comunicación 
4671,False,radioambulante,US,North & Central America,[Karla]: ,"Yo, aquí, tengo esta cadena de oro, tengo reloj, tengo zapatos. Pero todo esto no me lo puedo poner. Solo lo puedo tener aquí dentro de la casa, si yo salgo de mi casa, me lo roban.  "
4676,False,radioambulante,Peruvian,South America,[Fe]: ,"Desde chiquita, mi mamá me prendía la tele y me sentaba con ella a ver los partidos tanto de la selección como de la “U”, porque ella era súper fan de Universitario Deportes. Eh… "
4683,False,radioambulante,Peruvian,South America,[Locutor 1]:, ¡Goool! ¡Goooooool!
4688,False,radioambulante,Peruvian,South America,[Fe]: ,En mi casa.
4691,False,radioambulante,Peruvian,South America,[Fe]: ,"Eh, sí y no. Eh, ya estábamos esperando el final de mi mamá… ahí."
4693,False,radioambulante,Peruvian,South America,[Fe]: ,Desde el comienzo.
4695,False,radioambulante,Peruvian,South America,[Fe]: ,"Y para Fe y su mamá, una de las mejores distracciones, una de las mejores terapias, era el fútbol. Era ver a esta selección peruana, la que nos llevaría al Mundial. "
4709,False,radioambulante,Peruvian,South America,[César]: ,Mi tío es un tipo ingenioso. 
4711,False,radioambulante,Peruvian,South America,[César]: ,"Cada vez que se presenta ante alguien su frase es la siguiente, ¿no?: “Mi nombre es Luis Guzmán Segura, periodista colegiado”."
4728,False,radioambulante,Peruvian,South America,[Locutor]: ,"Ellas escuchaban en sus audífonos a los comentaristas colombianos, imaginándose que estaban en Bogotá. Yo miraba con mi teléfono en mano, mandándoles mensajes ansiosos de WhatsApp a mis primos en Lima, a un amigo en el estadio y a otro en Maine. "
4730,False,radioambulante,Peruvian,South America,[Canción]: ,"¡México! ¡México! ¡México! ¡México, México 86! "
4732,False,radioambulante,Peruvian,South America,[Locutor]: ,"Atención: J. J. Muñante, ¡Cubillas! ¡Gooooool! ¡Gooool Peruanoooo!… "
4737,False,radioambulante,Peruvian,South America,[Voz 1]: ,Va a hacer frío. 
4739,False,radioambulante,Peruvian,South America,[Voz 3]: ,Te van a robar a la salida. Te prestaré mi cuchillo.
4740,False,radioambulante,Peruvian,South America,[Voz 4]: ,"Vamos a perder, lo sabes, ¿no? Siempre perdemos."
4748,False,radioambulante,Peruvian,South America,[Voz 5]: ,"Más tarde, a eso de las 11, me despertó de la siesta un ruido terrible: eran 2 aviones de combate de la Fuerza Aérea sobrevolando Lima. "
4752,False,radioambulante,Peruvian,South America,[Locutor]: ,"Gana Trauco, y ahora sí, ahora sí, la va a encontrar Cuevas con espacio, y la baja Cuevas para gambetear…"
4759,False,radioambulante,Peruvian,South America,[Hinchas]: ,"O, le le/ O, la la/ ¡Nos vamos para Rusia! ¿Qué chucha va a pasar?"
4760,False,radioambulante,Peruvian,South America,[Hinchas]: ," O, le lé; O, la la; ¡Nos vamos para Rusia! ¿Qué chucha va a pasar?"
4765,False,radioambulante,Dominican,Caribbean,[Juliana]:," Él sí salió de Haití, pero después que regresó aquí, nunca ha ido otra vez, no volvió."
4768,False,radioambulante,Dominican,Caribbean,[Juliana]:,"Como Juliana era del batey, los funcionarios vieron su acta de nacimiento y le dijeron:"
4769,False,radioambulante,Dominican,Caribbean,[Juliana]:," “Juliana, tu acta de nacimiento no pasa”. Y yo le digo que por qué mi acta de nacimiento no pasa… Si yo nací aquí. "
4773,False,radioambulante,Dominican,Caribbean,[Juliana]:,"La impresión generalizada es que los haitianos son los únicos negros del país, algo que no tiene mucho sentido en la República Dominicana, donde los morenos y los negros son parte de la mezcla básica de la población. Pero este prejuicio contra todo lo afro es muy profundo. Cuando las autoridades hacen redadas para chequear papeles, a los primeros que agarran son a los negros."
4778,False,radioambulante,Dominican,Caribbean,[Juliana]: ,"Porque si yo no lucho, nadie vas ["
4781,False,radioambulante,Dominican,Caribbean,[Genaro Rincón]: ,Y no estoy hablando de una preocupación abstracta.
4784,False,radioambulante,Dominican,Caribbean,[Comercial]: ,"Este podcast de NPR y el siguiente mensaje son patrocinados por Squarespace. El destino llama. Dice que necesitas una nueva página web. Crea una tú mismo de manera fácil y con el apoyo del galardonado servicio al cliente que está disponible las 24 horas del día, los 7 días de la semana. Ingresa a Squarespace.com/RADIO para obtener una prueba gratuita. Y cuando estés listo para lanzar tu página, usa el código RADIO para ahorrarte 10% en la compra de tu primer sitio web o dominio. Sigue soñando. Pero hazlo una realidad. Con un sitio web de Squarespace."
4789,False,radioambulante,Dominican,Caribbean,[Genaro]: ,"El día 10 de junio del año 2013, la Comisión la otorgó. En donde le decía, a través de su resolución, al Estado dominicano que evitara deportar a Juliana y los demás."
4791,False,radioambulante,Dominican,Caribbean,[Genaro]: ,"Nosotros estábamos pidiendo solamente al tribunal que le entregue su documento, su acta de nacimiento y que tenga la posibilidad de tener acceso a su cédula, para poder, entonces, hacer todos sus actos de su vida civil y que si… como ciudadano común y corriente."
4793,False,radioambulante,Dominican,Caribbean,[Genaro]: ,"Sabíamos que, por… como nosotros habi… habíamos hecho tanta presión a nivel internacional, la respuesta tenía que ser en función de los casos que nosotros teníamos, pero no sabíamos que iba a ser Juliana."
4799,False,radioambulante,Dominican,Caribbean,[Juliana]:," Y ella me dijo: “Juliana, salió la sentencia, que no te van a dar tu cédula, que dicen que tú no eres dominicana”. Y de ahí me sentí muy triste. Se me saltaron todas las lágrimas. Que yo le dije: “No, eso no puede ser así, porque soy dominicana porque nací aquí. "
4800,False,radioambulante,Dominican,Caribbean,[Juliana]: ,Porque si esa sentencia no había salido [
4802,False,radioambulante,Dominican,Caribbean,[Juliana]:," Sí, yo he recibido muchas críticas. Ellos creen que la situación mía le va a afectar a ellos por mi caso. Pero eso… hace mucho que eso está ahí. Lo que pasa es que eso, como quien dice, que esta bomba no había explotao’. Y ahora fue que la bomba explotó. Y creen que por mí."
